area_id,neighborhood,year,data_type,crime_type_german,crime_type_english,category,value,severity_weight
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,2017,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,424.0,1.0
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,2017,frequency,Kieztaten,Neighborhood Crimes,Public Order,2298.0,2.0
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,2017,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,1116.0,1.5
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,2017,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,367.0,3.5
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,2017,frequency,Raub,Robbery,Violent Crime,104.0,4.0
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,2017,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,316.0,4.5
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,2017,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,51.0,4.5
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,2017,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,3967.0,2.0
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,2017,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,525.0,2.5
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,2017,frequency,Straftaten -insgesamt-,Total Crimes,Overall,10382.0,1.0
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,2017,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,92.0,3.0
126010,Rollbergesiedlung,2017,cases,Brand- stiftung,Arson,Property Crime,2.0,4.5
126010,Rollbergesiedlung,2017,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,6.0,4.0
126010,Rollbergesiedlung,2017,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,85.0,3.5
126010,Rollbergesiedlung,2017,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,17.0,1.5
126010,Rollbergesiedlung,2017,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,40.0,3.0
126010,Rollbergesiedlung,2017,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,15.0,2.5
126010,Rollbergesiedlung,2017,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,65.0,1.0
126010,Rollbergesiedlung,2017,cases,Kieztaten,Neighborhood Crimes,Public Order,186.0,2.0
126010,Rollbergesiedlung,2017,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,143.0,1.5
126010,Rollbergesiedlung,2017,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,21.0,3.5
126010,Rollbergesiedlung,2017,cases,Raub,Robbery,Violent Crime,10.0,4.0
126010,Rollbergesiedlung,2017,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,20.0,4.5
126010,Rollbergesiedlung,2017,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,5.0,4.5
126010,Rollbergesiedlung,2017,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,334.0,2.0
126010,Rollbergesiedlung,2017,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,78.0,2.5
126010,Rollbergesiedlung,2017,cases,Straftaten -insgesamt-,Total Crimes,Overall,945.0,1.0
126010,Rollbergesiedlung,2017,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,4.0,3.0
126010,Rollbergesiedlung,2017,frequency,Brand- stiftung,Arson,Property Crime,22.0,4.5
126010,Rollbergesiedlung,2017,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,65.0,4.0
126010,Rollbergesiedlung,2017,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,918.0,3.5
126010,Rollbergesiedlung,2017,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,184.0,1.5
126010,Rollbergesiedlung,2017,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,432.0,3.0
126010,Rollbergesiedlung,2017,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,162.0,2.5
126010,Rollbergesiedlung,2017,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,702.0,1.0
126010,Rollbergesiedlung,2017,frequency,Kieztaten,Neighborhood Crimes,Public Order,2009.0,2.0
126010,Rollbergesiedlung,2017,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,1544.0,1.5
126010,Rollbergesiedlung,2017,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,227.0,3.5
126010,Rollbergesiedlung,2017,frequency,Raub,Robbery,Violent Crime,108.0,4.0
126010,Rollbergesiedlung,2017,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,216.0,4.5
126010,Rollbergesiedlung,2017,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,54.0,4.5
126010,Rollbergesiedlung,2017,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,3607.0,2.0
126010,Rollbergesiedlung,2017,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,842.0,2.5
126010,Rollbergesiedlung,2017,frequency,Straftaten -insgesamt-,Total Crimes,Overall,10205.0,1.0
126010,Rollbergesiedlung,2017,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,43.0,3.0
126011,MV Nord,2017,cases,Brand- stiftung,Arson,Property Crime,16.0,4.5
126011,MV Nord,2017,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,30.0,4.0
126011,MV Nord,2017,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,367.0,3.5
126011,MV Nord,2017,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,69.0,1.5
126011,MV Nord,2017,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,127.0,3.0
126011,MV Nord,2017,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,57.0,2.5
126011,MV Nord,2017,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,39.0,1.0
126011,MV Nord,2017,cases,Kieztaten,Neighborhood Crimes,Public Order,706.0,2.0
126011,MV Nord,2017,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,214.0,1.5
126011,MV Nord,2017,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,16.0,3.5
126011,MV Nord,2017,cases,Raub,Robbery,Violent Crime,32.0,4.0
126011,MV Nord,2017,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,71.0,4.5
126011,MV Nord,2017,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,18.0,4.5
126011,MV Nord,2017,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,1091.0,2.0
126011,MV Nord,2017,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,217.0,2.5
126011,MV Nord,2017,cases,Straftaten -insgesamt-,Total Crimes,Overall,2549.0,1.0
126011,MV Nord,2017,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,41.0,3.0
126011,MV Nord,2017,frequency,Brand- stiftung,Arson,Property Crime,61.0,4.5
126011,MV Nord,2017,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,115.0,4.0
126011,MV Nord,2017,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,1406.0,3.5
126011,MV Nord,2017,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,264.0,1.5
126011,MV Nord,2017,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,487.0,3.0
126011,MV Nord,2017,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,218.0,2.5
126011,MV Nord,2017,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,149.0,1.0
126011,MV Nord,2017,frequency,Kieztaten,Neighborhood Crimes,Public Order,2705.0,2.0
126011,MV Nord,2017,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,820.0,1.5
126011,MV Nord,2017,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,61.0,3.5
126011,MV Nord,2017,frequency,Raub,Robbery,Violent Crime,123.0,4.0
126011,MV Nord,2017,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,272.0,4.5
126011,MV Nord,2017,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,69.0,4.5
126011,MV Nord,2017,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,4181.0,2.0
126011,MV Nord,2017,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,832.0,2.5
126011,MV Nord,2017,frequency,Straftaten -insgesamt-,Total Crimes,Overall,9768.0,1.0
126011,MV Nord,2017,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,157.0,3.0
126012,MV Süd,2017,cases,Brand- stiftung,Arson,Property Crime,2.0,4.5
126012,MV Süd,2017,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,6.0,4.0
126012,MV Süd,2017,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,162.0,3.5
126012,MV Süd,2017,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,19.0,1.5
126012,MV Süd,2017,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,72.0,3.0
126012,MV Süd,2017,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,28.0,2.5
126012,MV Süd,2017,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,8.0,1.0
126012,MV Süd,2017,cases,Kieztaten,Neighborhood Crimes,Public Order,356.0,2.0
126012,MV Süd,2017,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,76.0,1.5
126012,MV Süd,2017,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,29.0,3.5
126012,MV Süd,2017,cases,Raub,Robbery,Violent Crime,8.0,4.0
126012,MV Süd,2017,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,39.0,4.5
126012,MV Süd,2017,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,5.0,4.5
126012,MV Süd,2017,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,321.0,2.0
126012,MV Süd,2017,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,85.0,2.5
126012,MV Süd,2017,cases,Straftaten -insgesamt-,Total Crimes,Overall,968.0,1.0
126012,MV Süd,2017,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,7.0,3.0
126012,MV Süd,2017,frequency,Brand- stiftung,Arson,Property Crime,15.0,4.5
126012,MV Süd,2017,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,44.0,4.0
126012,MV Süd,2017,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,1188.0,3.5
126012,MV Süd,2017,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,139.0,1.5
126012,MV Süd,2017,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,528.0,3.0
126012,MV Süd,2017,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,205.0,2.5
126012,MV Süd,2017,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,59.0,1.0
126012,MV Süd,2017,frequency,Kieztaten,Neighborhood Crimes,Public Order,2611.0,2.0
126012,MV Süd,2017,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,557.0,1.5
126012,MV Süd,2017,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,213.0,3.5
126012,MV Süd,2017,frequency,Raub,Robbery,Violent Crime,59.0,4.0
126012,MV Süd,2017,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,286.0,4.5
126012,MV Süd,2017,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,37.0,4.5
126012,MV Süd,2017,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,2354.0,2.0
126012,MV Süd,2017,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,623.0,2.5
126012,MV Süd,2017,frequency,Straftaten -insgesamt-,Total Crimes,Overall,7100.0,1.0
126012,MV Süd,2017,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,51.0,3.0
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Brand- stiftung,Arson,Property Crime,0.0,4.5
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,2.0,4.0
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,99.0,3.5
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,43.0,1.5
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,47.0,3.0
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,33.0,2.5
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,6.0,1.0
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Kieztaten,Neighborhood Crimes,Public Order,192.0,2.0
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,70.0,1.5
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,1.0,3.5
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Raub,Robbery,Violent Crime,11.0,4.0
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,24.0,4.5
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,9.0,4.5
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,940.0,2.0
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,174.0,2.5
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Straftaten -insgesamt-,Total Crimes,Overall,1606.0,1.0
129900,"Bezirk (Rd), nicht zuzuordnen",2017,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,30.0,3.0
13007,Osloer Straße,2017,cases,Brand- stiftung,Arson,Property Crime,15.0,4.5
13007,Osloer Straße,2017,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,36.0,4.0
13007,Osloer Straße,2017,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,736.0,3.5
13007,Osloer Straße,2017,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,244.0,1.5
13007,Osloer Straße,2017,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,252.0,3.0
13007,Osloer Straße,2017,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,228.0,2.5
13007,Osloer Straße,2017,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,72.0,1.0
13007,Osloer Straße,2017,cases,Kieztaten,Neighborhood Crimes,Public Order,1393.0,2.0
13007,Osloer Straße,2017,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,442.0,1.5
13007,Osloer Straße,2017,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,86.0,3.5
13007,Osloer Straße,2017,cases,Raub,Robbery,Violent Crime,55.0,4.0
13007,Osloer Straße,2017,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,174.0,4.5
13007,Osloer Straße,2017,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,36.0,4.5
13007,Osloer Straße,2017,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,2741.0,2.0
13007,Osloer Straße,2017,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,371.0,2.5
13007,Osloer Straße,2017,cases,Straftaten -insgesamt-,Total Crimes,Overall,6721.0,1.0
13007,Osloer Straße,2017,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,41.0,3.0
13007,Osloer Straße,2017,frequency,Brand- stiftung,Arson,Property Crime,39.0,4.5
13007,Osloer Straße,2017,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,93.0,4.0
13007,Osloer Straße,2017,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,1897.0,3.5
13007,Osloer Straße,2017,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,629.0,1.5
13007,Osloer Straße,2017,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,649.0,3.0
13007,Osloer Straße,2017,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,588.0,2.5
13007,Osloer Straße,2017,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,186.0,1.0
13007,Osloer Straße,2017,frequency,Kieztaten,Neighborhood Crimes,Public Order,3590.0,2.0
13007,Osloer Straße,2017,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,1139.0,1.5
13007,Osloer Straße,2017,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,222.0,3.5
13007,Osloer Straße,2017,frequency,Raub,Robbery,Violent Crime,142.0,4.0
13007,Osloer Straße,2017,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,448.0,4.5
13007,Osloer Straße,2017,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,93.0,4.5
13007,Osloer Straße,2017,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,7064.0,2.0
13007,Osloer Straße,2017,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,956.0,2.5
13007,Osloer Straße,2017,frequency,Straftaten -insgesamt-,Total Crimes,Overall,17321.0,1.0
13007,Osloer Straße,2017,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,106.0,3.0
13008,Brunnenstraße Nord,2017,cases,Brand- stiftung,Arson,Property Crime,13.0,4.5
13008,Brunnenstraße Nord,2017,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,34.0,4.0
13008,Brunnenstraße Nord,2017,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,658.0,3.5
13008,Brunnenstraße Nord,2017,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,342.0,1.5
13008,Brunnenstraße Nord,2017,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,235.0,3.0
13008,Brunnenstraße Nord,2017,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,198.0,2.5
13008,Brunnenstraße Nord,2017,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,204.0,1.0
13008,Brunnenstraße Nord,2017,cases,Kieztaten,Neighborhood Crimes,Public Order,1338.0,2.0
13008,Brunnenstraße Nord,2017,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,541.0,1.5
13008,Brunnenstraße Nord,2017,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,94.0,3.5
13008,Brunnenstraße Nord,2017,cases,Raub,Robbery,Violent Crime,57.0,4.0
13008,Brunnenstraße Nord,2017,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,177.0,4.5
13008,Brunnenstraße Nord,2017,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,28.0,4.5
13008,Brunnenstraße Nord,2017,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,3055.0,2.0
13008,Brunnenstraße Nord,2017,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,415.0,2.5
13008,Brunnenstraße Nord,2017,cases,Straftaten -insgesamt-,Total Crimes,Overall,6828.0,1.0
13008,Brunnenstraße Nord,2017,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,75.0,3.0
13008,Brunnenstraße Nord,2017,frequency,Brand- stiftung,Arson,Property Crime,35.0,4.5
13008,Brunnenstraße Nord,2017,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,90.0,4.0
13008,Brunnenstraße Nord,2017,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,1748.0,3.5
13008,Brunnenstraße Nord,2017,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,908.0,1.5
13008,Brunnenstraße Nord,2017,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,624.0,3.0
13008,Brunnenstraße Nord,2017,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,526.0,2.5
13008,Brunnenstraße Nord,2017,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,542.0,1.0
13008,Brunnenstraße Nord,2017,frequency,Kieztaten,Neighborhood Crimes,Public Order,3554.0,2.0
13008,Brunnenstraße Nord,2017,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,1437.0,1.5
13008,Brunnenstraße Nord,2017,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,250.0,3.5
13008,Brunnenstraße Nord,2017,frequency,Raub,Robbery,Violent Crime,151.0,4.0
13008,Brunnenstraße Nord,2017,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,470.0,4.5
13008,Brunnenstraße Nord,2017,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,74.0,4.5
13008,Brunnenstraße Nord,2017,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,8114.0,2.0
13008,Brunnenstraße Nord,2017,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,1102.0,2.5
13008,Brunnenstraße Nord,2017,frequency,Straftaten -insgesamt-,Total Crimes,Overall,18135.0,1.0
13008,Brunnenstraße Nord,2017,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,199.0,3.0
14009,Parkviertel,2017,cases,Brand- stiftung,Arson,Property Crime,12.0,4.5
14009,Parkviertel,2017,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,26.0,4.0
14009,Parkviertel,2017,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,753.0,3.5
14009,Parkviertel,2017,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,287.0,1.5
14009,Parkviertel,2017,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,259.0,3.0
14009,Parkviertel,2017,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,200.0,2.5
14009,Parkviertel,2017,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,130.0,1.0
14009,Parkviertel,2017,cases,Kieztaten,Neighborhood Crimes,Public Order,1570.0,2.0
14009,Parkviertel,2017,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,506.0,1.5
14009,Parkviertel,2017,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,129.0,3.5
14009,Parkviertel,2017,cases,Raub,Robbery,Violent Crime,83.0,4.0
14009,Parkviertel,2017,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,159.0,4.5
14009,Parkviertel,2017,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,45.0,4.5
14009,Parkviertel,2017,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,2857.0,2.0
14009,Parkviertel,2017,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,483.0,2.5
14009,Parkviertel,2017,cases,Straftaten -insgesamt-,Total Crimes,Overall,6573.0,1.0
14009,Parkviertel,2017,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,52.0,3.0
14009,Parkviertel,2017,frequency,Brand- stiftung,Arson,Property Crime,26.0,4.5
14009,Parkviertel,2017,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,57.0,4.0
14009,Parkviertel,2017,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,1645.0,3.5
14009,Parkviertel,2017,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,627.0,1.5
14009,Parkviertel,2017,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,566.0,3.0
14009,Parkviertel,2017,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,437.0,2.5
14009,Parkviertel,2017,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,284.0,1.0
14009,Parkviertel,2017,frequency,Kieztaten,Neighborhood Crimes,Public Order,3429.0,2.0
14009,Parkviertel,2017,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,1105.0,1.5
14009,Parkviertel,2017,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,282.0,3.5
14009,Parkviertel,2017,frequency,Raub,Robbery,Violent Crime,181.0,4.0
14009,Parkviertel,2017,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,347.0,4.5
14009,Parkviertel,2017,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,98.0,4.5
14009,Parkviertel,2017,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,6241.0,2.0
14009,Parkviertel,2017,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,1055.0,2.5
14009,Parkviertel,2017,frequency,Straftaten -insgesamt-,Total Crimes,Overall,14358.0,1.0
14009,Parkviertel,2017,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,114.0,3.0
14010,Wedding Zentrum,2017,cases,Brand- stiftung,Arson,Property Crime,23.0,4.5
14010,Wedding Zentrum,2017,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,53.0,4.0
14010,Wedding Zentrum,2017,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,1039.0,3.5
14010,Wedding Zentrum,2017,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,405.0,1.5
14010,Wedding Zentrum,2017,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,292.0,3.0
14010,Wedding Zentrum,2017,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,654.0,2.5
14010,Wedding Zentrum,2017,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,194.0,1.0
14010,Wedding Zentrum,2017,cases,Kieztaten,Neighborhood Crimes,Public Order,1995.0,2.0
14010,Wedding Zentrum,2017,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,703.0,1.5
14010,Wedding Zentrum,2017,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,117.0,3.5
14010,Wedding Zentrum,2017,cases,Raub,Robbery,Violent Crime,98.0,4.0
14010,Wedding Zentrum,2017,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,277.0,4.5
14010,Wedding Zentrum,2017,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,58.0,4.5
14010,Wedding Zentrum,2017,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,3552.0,2.0
14010,Wedding Zentrum,2017,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,492.0,2.5
14010,Wedding Zentrum,2017,cases,Straftaten -insgesamt-,Total Crimes,Overall,9546.0,1.0
