area_id,neighborhood,year,data_type,crime_type_german,crime_type_english,category,value,severity_weight
75010,Mariendorf Nord,2023,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,73.0,4.5
75010,Mariendorf Nord,2023,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,5.0,4.5
75010,Mariendorf Nord,2023,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,1255.0,2.0
75010,Mariendorf Nord,2023,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,287.0,2.5
75010,Mariendorf Nord,2023,cases,Straftaten -insgesamt-,Total Crimes,Overall,2716.0,1.0
75010,Mariendorf Nord,2023,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,87.0,3.0
75010.0,Mariendorf Nord,2023,frequency,Brand- stiftung,Arson,Property Crime,25.0,4.5
75010.0,Mariendorf Nord,2023,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,65.0,4.0
75010.0,Mariendorf Nord,2023,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,856.0,3.5
75010.0,Mariendorf Nord,2023,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,343.0,1.5
75010.0,Mariendorf Nord,2023,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,479.0,3.0
75010.0,Mariendorf Nord,2023,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,151.0,2.5
75010.0,Mariendorf Nord,2023,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,111.0,1.0
75010.0,Mariendorf Nord,2023,frequency,Kieztaten,Neighborhood Crimes,Public Order,2033.0,2.0
75010.0,Mariendorf Nord,2023,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,915.0,1.5
75010.0,Mariendorf Nord,2023,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,204.0,3.5
75010.0,Mariendorf Nord,2023,frequency,Raub,Robbery,Violent Crime,34.0,4.0
75010.0,Mariendorf Nord,2023,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,226.0,4.5
75010.0,Mariendorf Nord,2023,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,15.0,4.5
75010.0,Mariendorf Nord,2023,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,3878.0,2.0
75010.0,Mariendorf Nord,2023,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,887.0,2.5
75010.0,Mariendorf Nord,2023,frequency,Straftaten -insgesamt-,Total Crimes,Overall,8393.0,1.0
75010.0,Mariendorf Nord,2023,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,269.0,3.0
75011,Mariendorf Süd,2023,cases,Brand- stiftung,Arson,Property Crime,2.0,4.5
75011,Mariendorf Süd,2023,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,8.0,4.0
75011,Mariendorf Süd,2023,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,213.0,3.5
75011,Mariendorf Süd,2023,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,66.0,1.5
75011,Mariendorf Süd,2023,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,103.0,3.0
75011,Mariendorf Süd,2023,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,34.0,2.5
75011,Mariendorf Süd,2023,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,6.0,1.0
75011,Mariendorf Süd,2023,cases,Kieztaten,Neighborhood Crimes,Public Order,511.0,2.0
75011,Mariendorf Süd,2023,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,124.0,1.5
75011,Mariendorf Süd,2023,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,65.0,3.5
75011,Mariendorf Süd,2023,cases,Raub,Robbery,Violent Crime,11.0,4.0
75011,Mariendorf Süd,2023,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,55.0,4.5
75011,Mariendorf Süd,2023,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,7.0,4.5
75011,Mariendorf Süd,2023,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,762.0,2.0
75011,Mariendorf Süd,2023,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,173.0,2.5
75011,Mariendorf Süd,2023,cases,Straftaten -insgesamt-,Total Crimes,Overall,1862.0,1.0
75011,Mariendorf Süd,2023,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,54.0,3.0
75011.0,Mariendorf Süd,2023,frequency,Brand- stiftung,Arson,Property Crime,10.0,4.5
75011.0,Mariendorf Süd,2023,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,38.0,4.0
75011.0,Mariendorf Süd,2023,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,1015.0,3.5
75011.0,Mariendorf Süd,2023,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,315.0,1.5
75011.0,Mariendorf Süd,2023,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,491.0,3.0
75011.0,Mariendorf Süd,2023,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,162.0,2.5
75011.0,Mariendorf Süd,2023,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,29.0,1.0
75011.0,Mariendorf Süd,2023,frequency,Kieztaten,Neighborhood Crimes,Public Order,2436.0,2.0
75011.0,Mariendorf Süd,2023,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,591.0,1.5
75011.0,Mariendorf Süd,2023,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,310.0,3.5
75011.0,Mariendorf Süd,2023,frequency,Raub,Robbery,Violent Crime,52.0,4.0
75011.0,Mariendorf Süd,2023,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,262.0,4.5
75011.0,Mariendorf Süd,2023,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,33.0,4.5
75011.0,Mariendorf Süd,2023,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,3633.0,2.0
75011.0,Mariendorf Süd,2023,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,825.0,2.5
75011.0,Mariendorf Süd,2023,frequency,Straftaten -insgesamt-,Total Crimes,Overall,8877.0,1.0
75011.0,Mariendorf Süd,2023,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,257.0,3.0
76012,Marienfelde Nord,2023,cases,Brand- stiftung,Arson,Property Crime,6.0,4.5
76012,Marienfelde Nord,2023,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,12.0,4.0
76012,Marienfelde Nord,2023,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,165.0,3.5
76012,Marienfelde Nord,2023,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,54.0,1.5
76012,Marienfelde Nord,2023,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,75.0,3.0
76012,Marienfelde Nord,2023,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,28.0,2.5
76012,Marienfelde Nord,2023,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,21.0,1.0
76012,Marienfelde Nord,2023,cases,Kieztaten,Neighborhood Crimes,Public Order,361.0,2.0
76012,Marienfelde Nord,2023,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,148.0,1.5
76012,Marienfelde Nord,2023,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,55.0,3.5
76012,Marienfelde Nord,2023,cases,Raub,Robbery,Violent Crime,7.0,4.0
76012,Marienfelde Nord,2023,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,23.0,4.5
76012,Marienfelde Nord,2023,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,2.0,4.5
76012,Marienfelde Nord,2023,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,550.0,2.0
76012,Marienfelde Nord,2023,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,136.0,2.5
76012,Marienfelde Nord,2023,cases,Straftaten -insgesamt-,Total Crimes,Overall,1369.0,1.0
76012,Marienfelde Nord,2023,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,44.0,3.0
76012.0,Marienfelde Nord,2023,frequency,Brand- stiftung,Arson,Property Crime,33.0,4.5
76012.0,Marienfelde Nord,2023,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,67.0,4.0
76012.0,Marienfelde Nord,2023,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,918.0,3.5
76012.0,Marienfelde Nord,2023,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,301.0,1.5
76012.0,Marienfelde Nord,2023,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,417.0,3.0
76012.0,Marienfelde Nord,2023,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,156.0,2.5
76012.0,Marienfelde Nord,2023,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,117.0,1.0
76012.0,Marienfelde Nord,2023,frequency,Kieztaten,Neighborhood Crimes,Public Order,2009.0,2.0
76012.0,Marienfelde Nord,2023,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,824.0,1.5
76012.0,Marienfelde Nord,2023,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,306.0,3.5
76012.0,Marienfelde Nord,2023,frequency,Raub,Robbery,Violent Crime,39.0,4.0
76012.0,Marienfelde Nord,2023,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,128.0,4.5
76012.0,Marienfelde Nord,2023,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,11.0,4.5
76012.0,Marienfelde Nord,2023,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,3062.0,2.0
76012.0,Marienfelde Nord,2023,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,757.0,2.5
76012.0,Marienfelde Nord,2023,frequency,Straftaten -insgesamt-,Total Crimes,Overall,7620.0,1.0
76012.0,Marienfelde Nord,2023,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,245.0,3.0
76013,Marienfelde Süd,2023,cases,Brand- stiftung,Arson,Property Crime,4.0,4.5
76013,Marienfelde Süd,2023,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,14.0,4.0
76013,Marienfelde Süd,2023,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,141.0,3.5
76013,Marienfelde Süd,2023,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,31.0,1.5
76013,Marienfelde Süd,2023,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,77.0,3.0
76013,Marienfelde Süd,2023,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,23.0,2.5
76013,Marienfelde Süd,2023,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,13.0,1.0
76013,Marienfelde Süd,2023,cases,Kieztaten,Neighborhood Crimes,Public Order,291.0,2.0
76013,Marienfelde Süd,2023,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,139.0,1.5
76013,Marienfelde Süd,2023,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,14.0,3.5
76013,Marienfelde Süd,2023,cases,Raub,Robbery,Violent Crime,9.0,4.0
76013,Marienfelde Süd,2023,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,35.0,4.5
76013,Marienfelde Süd,2023,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,6.0,4.5
76013,Marienfelde Süd,2023,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,405.0,2.0
76013,Marienfelde Süd,2023,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,89.0,2.5
76013,Marienfelde Süd,2023,cases,Straftaten -insgesamt-,Total Crimes,Overall,1105.0,1.0
76013,Marienfelde Süd,2023,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,34.0,3.0
76013.0,Marienfelde Süd,2023,frequency,Brand- stiftung,Arson,Property Crime,28.0,4.5
76013.0,Marienfelde Süd,2023,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,97.0,4.0
76013.0,Marienfelde Süd,2023,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,976.0,3.5
76013.0,Marienfelde Süd,2023,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,215.0,1.5
76013.0,Marienfelde Süd,2023,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,533.0,3.0
76013.0,Marienfelde Süd,2023,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,159.0,2.5
76013.0,Marienfelde Süd,2023,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,90.0,1.0
76013.0,Marienfelde Süd,2023,frequency,Kieztaten,Neighborhood Crimes,Public Order,2014.0,2.0
76013.0,Marienfelde Süd,2023,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,962.0,1.5
76013.0,Marienfelde Süd,2023,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,97.0,3.5
76013.0,Marienfelde Süd,2023,frequency,Raub,Robbery,Violent Crime,62.0,4.0
76013.0,Marienfelde Süd,2023,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,242.0,4.5
76013.0,Marienfelde Süd,2023,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,42.0,4.5
76013.0,Marienfelde Süd,2023,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,2803.0,2.0
76013.0,Marienfelde Süd,2023,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,616.0,2.5
76013.0,Marienfelde Süd,2023,frequency,Straftaten -insgesamt-,Total Crimes,Overall,7648.0,1.0
76013.0,Marienfelde Süd,2023,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,235.0,3.0
76014,Lichtenrade Nord,2023,cases,Brand- stiftung,Arson,Property Crime,3.0,4.5
76014,Lichtenrade Nord,2023,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,6.0,4.0
76014,Lichtenrade Nord,2023,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,142.0,3.5
76014,Lichtenrade Nord,2023,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,23.0,1.5
76014,Lichtenrade Nord,2023,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,66.0,3.0
76014,Lichtenrade Nord,2023,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,21.0,2.5
76014,Lichtenrade Nord,2023,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,1.0,1.0
76014,Lichtenrade Nord,2023,cases,Kieztaten,Neighborhood Crimes,Public Order,282.0,2.0
76014,Lichtenrade Nord,2023,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,80.0,1.5
76014,Lichtenrade Nord,2023,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,63.0,3.5
76014,Lichtenrade Nord,2023,cases,Raub,Robbery,Violent Crime,3.0,4.0
76014,Lichtenrade Nord,2023,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,29.0,4.5
76014,Lichtenrade Nord,2023,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,2.0,4.5
76014,Lichtenrade Nord,2023,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,376.0,2.0
76014,Lichtenrade Nord,2023,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,100.0,2.5
76014,Lichtenrade Nord,2023,cases,Straftaten -insgesamt-,Total Crimes,Overall,974.0,1.0
76014,Lichtenrade Nord,2023,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,43.0,3.0
76014.0,Lichtenrade Nord,2023,frequency,Brand- stiftung,Arson,Property Crime,14.0,4.5
76014.0,Lichtenrade Nord,2023,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,28.0,4.0
76014.0,Lichtenrade Nord,2023,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,665.0,3.5
76014.0,Lichtenrade Nord,2023,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,108.0,1.5
76014.0,Lichtenrade Nord,2023,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,309.0,3.0
76014.0,Lichtenrade Nord,2023,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,98.0,2.5
76014.0,Lichtenrade Nord,2023,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,5.0,1.0
76014.0,Lichtenrade Nord,2023,frequency,Kieztaten,Neighborhood Crimes,Public Order,1321.0,2.0
76014.0,Lichtenrade Nord,2023,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,375.0,1.5
76014.0,Lichtenrade Nord,2023,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,295.0,3.5
76014.0,Lichtenrade Nord,2023,frequency,Raub,Robbery,Violent Crime,14.0,4.0
76014.0,Lichtenrade Nord,2023,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,136.0,4.5
76014.0,Lichtenrade Nord,2023,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,9.0,4.5
76014.0,Lichtenrade Nord,2023,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,1761.0,2.0
76014.0,Lichtenrade Nord,2023,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,468.0,2.5
76014.0,Lichtenrade Nord,2023,frequency,Straftaten -insgesamt-,Total Crimes,Overall,4563.0,1.0
76014.0,Lichtenrade Nord,2023,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,201.0,3.0
76015,Lichtenrade Süd,2023,cases,Brand- stiftung,Arson,Property Crime,6.0,4.5
76015,Lichtenrade Süd,2023,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,18.0,4.0
76015,Lichtenrade Süd,2023,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,247.0,3.5
76015,Lichtenrade Süd,2023,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,91.0,1.5
76015,Lichtenrade Süd,2023,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,121.0,3.0
76015,Lichtenrade Süd,2023,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,22.0,2.5
76015,Lichtenrade Süd,2023,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,30.0,1.0
76015,Lichtenrade Süd,2023,cases,Kieztaten,Neighborhood Crimes,Public Order,533.0,2.0
76015,Lichtenrade Süd,2023,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,199.0,1.5
76015,Lichtenrade Süd,2023,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,52.0,3.5
76015,Lichtenrade Süd,2023,cases,Raub,Robbery,Violent Crime,20.0,4.0
76015,Lichtenrade Süd,2023,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,52.0,4.5
76015,Lichtenrade Süd,2023,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,13.0,4.5
76015,Lichtenrade Süd,2023,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,657.0,2.0
76015,Lichtenrade Süd,2023,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,94.0,2.5
76015,Lichtenrade Süd,2023,cases,Straftaten -insgesamt-,Total Crimes,Overall,1793.0,1.0
76015,Lichtenrade Süd,2023,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,66.0,3.0
76015.0,Lichtenrade Süd,2023,frequency,Brand- stiftung,Arson,Property Crime,19.0,4.5
76015.0,Lichtenrade Süd,2023,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,58.0,4.0
76015.0,Lichtenrade Süd,2023,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,795.0,3.5
76015.0,Lichtenrade Süd,2023,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,293.0,1.5
76015.0,Lichtenrade Süd,2023,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,389.0,3.0
76015.0,Lichtenrade Süd,2023,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,71.0,2.5
76015.0,Lichtenrade Süd,2023,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,97.0,1.0
76015.0,Lichtenrade Süd,2023,frequency,Kieztaten,Neighborhood Crimes,Public Order,1715.0,2.0
76015.0,Lichtenrade Süd,2023,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,640.0,1.5
76015.0,Lichtenrade Süd,2023,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,167.0,3.5
76015.0,Lichtenrade Süd,2023,frequency,Raub,Robbery,Violent Crime,64.0,4.0
76015.0,Lichtenrade Süd,2023,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,167.0,4.5
76015.0,Lichtenrade Süd,2023,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,42.0,4.5
76015.0,Lichtenrade Süd,2023,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,2114.0,2.0
76015.0,Lichtenrade Süd,2023,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,303.0,2.5
76015.0,Lichtenrade Süd,2023,frequency,Straftaten -insgesamt-,Total Crimes,Overall,5770.0,1.0
76015.0,Lichtenrade Süd,2023,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,212.0,3.0
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Brand- stiftung,Arson,Property Crime,3.0,4.5
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,4.0,4.0
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,77.0,3.5
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,95.0,1.5
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,47.0,3.0
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,13.0,2.5
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,3.0,1.0
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Kieztaten,Neighborhood Crimes,Public Order,188.0,2.0
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,60.0,1.5
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,0.0,3.5
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Raub,Robbery,Violent Crime,15.0,4.0
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,14.0,4.5
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,13.0,4.5
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,543.0,2.0
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,145.0,2.5
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Straftaten -insgesamt-,Total Crimes,Overall,948.0,1.0
79900,"Bezirk (Th-Sb), nicht zuzuordnen",2023,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,17.0,3.0
80000,Neukölln,2023,cases,Brand- stiftung,Arson,Property Crime,145.0,4.5
80000,Neukölln,2023,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,408.0,4.0
80000,Neukölln,2023,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,4577.0,3.5
80000,Neukölln,2023,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,2148.0,1.5
80000,Neukölln,2023,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,1869.0,3.0
80000,Neukölln,2023,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,1869.0,2.5
80000,Neukölln,2023,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,379.0,1.0
80000,Neukölln,2023,cases,Kieztaten,Neighborhood Crimes,Public Order,10253.0,2.0
80000,Neukölln,2023,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,4165.0,1.5
80000,Neukölln,2023,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,722.0,3.5
80000,Neukölln,2023,cases,Raub,Robbery,Violent Crime,508.0,4.0
80000,Neukölln,2023,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,1388.0,4.5
80000,Neukölln,2023,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,294.0,4.5
80000,Neukölln,2023,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,21267.0,2.0
80000,Neukölln,2023,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,5056.0,2.5
80000,Neukölln,2023,cases,Straftaten -insgesamt-,Total Crimes,Overall,45313.0,1.0
80000,Neukölln,2023,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,653.0,3.0
80000.0,Neukölln,2023,frequency,Brand- stiftung,Arson,Property Crime,44.0,4.5
80000.0,Neukölln,2023,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,124.0,4.0
80000.0,Neukölln,2023,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,1393.0,3.5
80000.0,Neukölln,2023,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,654.0,1.5
80000.0,Neukölln,2023,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,569.0,3.0
80000.0,Neukölln,2023,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,569.0,2.5
80000.0,Neukölln,2023,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,115.0,1.0
80000.0,Neukölln,2023,frequency,Kieztaten,Neighborhood Crimes,Public Order,3121.0,2.0
80000.0,Neukölln,2023,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,1268.0,1.5
80000.0,Neukölln,2023,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,220.0,3.5
80000.0,Neukölln,2023,frequency,Raub,Robbery,Violent Crime,155.0,4.0
80000.0,Neukölln,2023,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,423.0,4.5
80000.0,Neukölln,2023,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,90.0,4.5
80000.0,Neukölln,2023,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,6474.0,2.0
